ticker,total_volume,adf,adf_10%_level,below_10%,adf_p,natr_min,natr_mean,min_price,mean_price,max_price
SHLS,1432884769.0,-1.419651859755981,-2.56678582924922,False,0.5728193558156662,0.09254813549657703,0.26906660597915855,2.72,4.947158728505298,8.19
MU,5230018155.0,0.19287110798146603,-2.56678582924922,False,0.9718589097146076,0.04703271949672551,0.1582163081889403,61.7506,104.94343745408909,170.3301
BTBT,5292877781.0,-2.2564927262810874,-2.56678582924922,False,0.18638391631915413,0.20992231832486052,0.4525712724473313,1.6968,3.025549337691596,5.7294
ABT,1433429574.0,-2.0211031803923944,-2.56678582924922,False,0.27739742581310023,0.025153817628780096,0.0728699343061839,110.87,126.41350383989301,140.82
DDOG,1257769117.0,-1.5713114599560503,-2.56678582924922,False,0.4979867119265819,0.03821319037540596,0.12553936387281373,82.01,127.94547203950212,169.98
GIS,1251254734.0,-2.1016140696006165,-2.56678582924922,False,0.24386607152252215,0.023381624333835505,0.07427152204306496,48.2953,58.14015544024277,74.8467
MUFG,1044470755.0,-1.2463119257245108,-2.56678582924922,False,0.6533631815356634,0.024661388987816106,0.06926796085666471,9.86,12.970410343051125,16.23
NIO,13671633604.0,-1.1198994141296157,-2.56678582924922,False,0.7070713648986374,0.1635431030329994,0.2948563720209495,3.0202,4.6644018285464455,7.7764
DXCM,978262310.0,-2.1276963535478854,-2.56678582924922,False,0.23352455650909376,0.038216838431803186,0.12016766230901481,57.57,78.21359688399342,93.135
BCS,3598338956.0,-0.8128847666051051,-2.56678582924922,False,0.815307934845597,0.030149319055736513,0.08780256640076543,11.48,16.077605454819462,21.2111
XPEV,2472503570.0,-1.5305997962641993,-2.56678582924922,False,0.5183234297285492,0.042824119224157714,0.16098224564454716,10.08,17.484482394619896,27.07
NVAX,1481190067.0,-3.06743783173197,-2.56678582924922,True,0.029058676915429626,0.08522322095960176,0.2468758999744504,5.065,8.098863209906387,15.22
LYFT,4225752465.0,-0.9230313096092652,-2.56678582924922,False,0.780293296071386,0.06914861784729857,0.18131130127273307,9.7,14.66797997119638,23.22
CCJ,1121276355.0,-0.20499618927920218,-2.56678582924922,False,0.9379234587897413,0.039885020937031876,0.14569683068527048,35.17,58.23940718341735,88.83
BBAI,16813632291.0,-1.7214985685001893,-2.56678582924922,False,0.4200711898759661,0.18603445667459517,0.5156771624889778,1.36,4.253617933977986,10.3
KVUE,4353974155.0,-0.47525601235366816,-2.56678582924922,False,0.8967553434807976,0.03679495546544765,0.09578288508517913,16.14,21.99559198415801,25.14
CVX,1913378629.0,-2.203400162972015,-2.56678582924922,False,0.20501370921246853,0.026740764321591462,0.07783305351169571,132.15,151.40762443733155,168.9
B,4850597464.0,1.834242159583819,-2.56678582924922,False,0.998414566832674,0.04108688570284493,0.11337586488446579,15.1148,20.20474165208312,36.08
WFC,3857827341.0,-2.5956185276751373,-2.56678582924922,True,0.09390621425502316,0.0306623379450772,0.09445718484739084,54.45,74.10489321834173,86.63
AVGO,6052788662.0,-0.6282628099070561,-2.56678582924922,False,0.8644670622854225,0.05788200478158347,0.15963301479422626,138.59,230.41255935783357,372.595
QUBT,6393960059.0,-1.929749992689378,-2.56678582924922,False,0.31819776582539094,0.0820357985499004,0.5575173659547592,0.6396,10.56375195644481,26.4001
DLTR,1000635654.0,-1.0942513744129383,-2.56678582924922,False,0.7173589374400007,0.03714488436214811,0.132085010253463,60.52,83.49873318799506,117.98
EOSE,2518484320.0,0.4354616258549397,-2.56678582924922,False,0.9827737244954092,0.11963688567800039,0.3572343178427124,2.06,4.95492944163152,11.5688
KOS,2415692219.0,-1.4224598952732086,-2.56678582924922,False,0.571462464614241,0.098960456872803,0.3402601297166888,1.385,2.61506145098241,4.67
GOOG,5207349766.0,-0.08759391962849217,-2.56678582924922,False,0.9506602927933431,0.030020534652586136,0.0982989188506059,142.852,183.93575465238146,256.49
CSX,3630800394.0,-1.63354787304887,-2.56678582924922,False,0.4656341661665131,0.03218224804901723,0.07933919897532381,26.24,32.607273358203884,37.18
ACI,1349561172.0,-1.6640108481681506,-2.56678582924922,False,0.4497439939783694,0.02232686764297937,0.07462184477583697,17.315,20.21346592840243,23.14
STNE,1359078477.0,0.29318277787733155,-2.56678582924922,False,0.9770295454285709,0.041606193175140326,0.13974503872308452,7.735,12.235266354562288,19.935
SNAP,10223996767.0,-1.7660319963284627,-2.56678582924922,False,0.3974514353324905,0.0797177881259776,0.20698720853291294,6.9163,9.569767737485854,13.245
EXC,1595417934.0,-1.4012764912983582,-2.56678582924922,False,0.5816639997779238,0.024000210899962703,0.064258611380026,35.96,42.2594985718856,47.905
LI,1342643392.0,-3.0425741352557663,-2.56678582924922,True,0.031105292256705254,0.027598578610518995,0.11069661780986526,19.115,25.706697134482052,33.005
GERN,2672689587.0,-1.7570909740425862,-2.56678582924922,False,0.40196314158914714,0.1053535184605029,0.42383021808416366,1.09,2.2973297253883342,4.545
CHWY,1510688879.0,-2.1564785663438175,-2.56678582924922,False,0.22241849711963452,0.046020207408245334,0.1510439280269238,26.2825,36.2970646384014,48.62
TTD,2336446218.0,-0.8725254362921661,-2.56678582924922,False,0.7968855075770953,0.038034069484686836,0.1508159412897575,43.06,85.37924246157802,141.52
LUNR,2670257252.0,-1.8445124952958731,-2.56678582924922,False,0.35859695280058745,0.09570319620398345,0.35416846887057246,6.18,11.630294853759901,24.87
GGB,2815679829.0,-2.64762912700277,-2.56678582924922,True,0.08354732243273305,0.07617302857498529,0.2015299650565818,2.2785,3.001407798775846,3.62
SOFI,13993637537.0,-0.7219154934209213,-2.56678582924922,False,0.8409909761159251,0.0828815156846047,0.22564924641362577,7.625,16.109195439923877,30.2857
ABBV,1392574959.0,-0.9892850666988929,-2.56678582924922,False,0.7571522378445181,0.027527964826727556,0.09092674477146696,163.81,191.99130132135585,232.2506
CLF,5260427080.0,-1.8855966745441943,-2.56678582924922,False,0.33886692979432254,0.07714341413552907,0.21930677172648777,5.635,10.063160284085999,14.3188
CCL,5546195779.0,-1.6650674282046622,-2.56678582924922,False,0.44919465674714687,0.048172697134088796,0.14350723785961547,15.1188,24.706260959222305,32.79
SABR,1377730146.0,-1.2183936810335767,-2.56678582924922,False,0.665633590577779,0.0824335426139517,0.26757193255542283,1.695,3.025767545941776,4.625
IVZ,1175176978.0,-0.3182747990259698,-2.56678582924922,False,0.9228758986623683,0.03317248298026926,0.09627040264257328,11.705,17.536374977533175,23.195
JBLU,5289252441.0,-1.8735098019138958,-2.56678582924922,False,0.3446236875197842,0.10652244892820514,0.26421788688572356,3.34,5.649318077574323,8.3
TLRY,982789769.0,-1.1962496645695073,-2.56678582924922,False,0.6752069272054123,0.05311087864921773,0.5368905161155838,3.513,9.520440561670608,18.59
RKT,2784060620.0,-1.7450075801393738,-2.56678582924922,False,0.40808499764305195,0.05170050592238577,0.18512235446684544,10.07,14.595861337280114,22.535
